,id,url,subtype,transaction,owner,sell-type,provider,title,location,features,description,price,price2,m2,rooms,amueblado,parking,distrito,temporalidad,cambio_precio,baños
846,id37373000000071,https://www.habitaclia.com/alquiler-piso-a_estrenar_equipado_sin_amueblar_calle_de_calabria_204_l_antiga_esquerra_de_l_eixample-barcelona-i37373000000071.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,37373-1,Alquiler Piso en Carrer de calàbria 204. Piso a estrenar equipado sin amueblar,Barcelona - L´Antiga Esquerra de l´Eixample,"70m2 - 2 habitaciones - 2 baños - 21,43€/m2","Piso A ESTRENAR, EQUIPADO Y SIN AMUEBLAR en la calle Calabria. Hall, salón comedor con salida a terraza, cocina american...",1.500 €,1500,70,2,No,No,Eixample,Indefinido,No,2
847,id41661000000079,https://www.habitaclia.com/alquiler-piso-sin_muebles_y_terraza_fort_pienc-barcelona-i41661000000079.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,41661-1,Alquiler Piso Avinguda diagonal. Sin muebles y terraza.,Barcelona - Fort Pienc,"135m2 - 4 habitaciones - 2 baños - 13,89€/m2","En Av Diagonal, entre Napoles y Sicilia. Es un 6º de altura, muy luminoso y soleado. El salón es amplio y tiene salida...",1.875 €,1875,135,4,No,No,Eixample,Indefinido,No,2
848,id1283004379259,https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_con_ascensor_y_calefaccion_fort_pienc-barcelona-i1283004379259.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,1283-1,Alquiler Piso Caspe. Piso con 4 habitaciones con ascensor y calefacción,Barcelona - Fort Pienc,"106m2 - 4 habitaciones - 2 baños - 13,25€/m2","Magnífico piso de cuatro habitaciones dobles, dos baños, gran salón comedor, cocina equipada, excelentes acabados, parqu...",1.405 €,1405,106,4,No,No,Eixample,Indefinido,No,2
849,id17052000000110,https://www.habitaclia.com/alquiler-piso-con_ascensor_y_calefaccion_l_antiga_esquerra_de_l_eixample-barcelona-i17052000000110.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,17052-1,Alquiler Piso Carrer d'enric granados. Piso con ascensor y calefacción,Barcelona - L´Antiga Esquerra de l´Eixample,"71m2 - 1 habitacion - 2 baños - 17,61€/m2","Piso reformado en zona inmejorable, consta de una habitación estilo suite y otra para despacho o vestidor, amplio salón...",1.250 €,1250,71,1,No,No,Eixample,Indefinido,No,2
850,id38188000001231,https://www.habitaclia.com/alquiler-piso-reformado_cocina_equipada_sant_antoni-barcelona-i38188000001231.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,38188-1,Alquiler Piso De sepúlveda. Reformado | cocina equipada,Barcelona - Sant Antoni,"75m2 - 3 habitaciones - 2 baños - 18,00€/m2",Sepúlveda - Viladomat - Calàbria. Piso reformado de 75m² en Sant Antoni. Se entrega con la cocina equipada y sin...,1.350 €,1350,75,3,No,No,Eixample,Indefinido,No,2
851,id13074000030010,https://www.habitaclia.com/alquiler-piso-septimo_con_4_habitaciones_y_ascensor_l_antiga_esquerra_de_l_eixample-barcelona-i13074000030010.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,13074-3,Alquiler Piso en L´Antiga Esquerra de l´Eixample. Séptimo con 4 habitaciones y ascensor,Barcelona - L´Antiga Esquerra de l´Eixample,"120m2 - 4 habitaciones - 2 baños - 14,92€/m2","Referencia: 231LEP48SAC15 Piso sin amueblar en alquiler, muy luminoso con vistas a la ciudad de Barcelona en El Eixample...",1.790 €,1790,120,4,No,No,Eixample,Indefinido,No,2
852,id44924000000004,https://www.habitaclia.com/alquiler-piso-despacho_y_vivienda_en_edificio_modernista_dreta_de_l_eixample-barcelona-i44924000000004.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,44924-1,Alquiler Piso en Dreta de l´Eixample. Despacho y vivienda en edificio modernista.,Barcelona - Dreta de l´Eixample,"151m2 - 4 habitaciones - 2 baños - 16,83€/m2","Ubicado en el centro del eixample, muy cerca de la plaza Universidad en un edificio modernista de 1900, en buen estado d...",2.541 €,2541,151,4,No,No,Eixample,Indefinido,No,2
853,id3117004401398,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_amueblado_con_ascensor_calefaccion_y_ai_dreta_de_l_eixample-barcelona-i3117004401398.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3117-1,"Alquiler Piso Carrer de balmes. Piso con 3 habitaciones amueblado con ascensor, calefacción y ai",Barcelona - Dreta de l´Eixample,"90m2 - 3 habitaciones - 2 baños - 27,78€/m2","Bonita vivienda totalmente equipada y reformada con acabados de calidad, cocina office con isla, 3 habitaciones 2 de ell...",2.500 €,2500,90,3,Si,No,Eixample,Indefinido,No,2
854,id37373000000085,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_amueblado_con_ascensor_calefaccion_y_ai_calle_de_villarroel_44_sant_antoni-barcelona-i37373000000085.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,37373-1,"Alquiler Piso en Carrer de villarroel 44. Piso con 2 habitaciones amueblado con ascensor, calefacción y ai",Barcelona - Sant Antoni,"90m2 - 2 habitaciones - 1 baño - 16,67€/m2",Excelente piso en el Barrio de Sant Antoni a escasos metros del Mercat Totalmente equipado y amueblado. Consta de 90m c...,1.500 €,1500,90,2,Si,No,Eixample,Indefinido,No,1
855,id33202004484077,https://www.habitaclia.com/alquiler-piso-eixample_3hab_balcon_l_antiga_esquerra_de_l_eixample-barcelona-i33202004484077.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,33202-1,"Alquiler Piso Carrer casanova. Eixample, 3hab, balcon",Barcelona - L´Antiga Esquerra de l´Eixample,"80m2 - 3 habitaciones - 1 baño - 20,00€/m2","Excelente piso en carrer de Casanova, l´Antiga Esquerra de l´Eixample En finca regia señorial impresionante. Es un pr...",1.600 €,1600,80,3,Si,No,Eixample,Indefinido,No,1
856,id14760003330120,https://www.habitaclia.com/alquiler-atico-piso_en_en_la_dreta_de_l_eixample_dreta_de_l_eixample-barcelona-i14760003330120.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,14760-1,Alquiler Ático en Dreta de l´Eixample. Piso en alquiler en la dreta de l'eixample,Barcelona - Dreta de l´Eixample,"95m2 - 2 habitaciones - 1 baño - 23,16€/m2","REF RS6663 ÁTICO DE ALQUILER EN LA DRETA DE L'EIXAMPLE. ALQUILER DE TEMPORADA, MÁXIMO 11 MESES. DISPONIBLE A PART...",2.200 €,2200,95,2,Si,No,Eixample,Temporal,No,1
857,id41253000000196,https://www.habitaclia.com/alquiler-piso-plaza_de_la_universitat_sant_antoni-barcelona-i41253000000196.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,41253-1,Alquiler Piso en Plaça de la universitat,Barcelona - Sant Antoni,"85m2 - 4 habitaciones - 1 baño - 21,18€/m2","IDEAL Estudiantes, 2 balcones, luminoso, soleado, amueblado, muy bien comunicado con Metro, Tram, buses y todos los serv...",1.800 €,1800,85,4,Si,No,Eixample,Indefinido,No,1
858,id19063000001611,https://www.habitaclia.com/alquiler-piso-en_en_gracia_dreta_de_l_eixample-barcelona-i19063000001611.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,19063-1,Alquiler Piso Bailen. Piso en alquiler en gracia,Barcelona - Dreta de l´Eixample,"92m2 - 4 habitaciones - 2 baños - 14,67€/m2",PISO EN ALQUILER EN GRACIA (Bailèn – Córcega) Espectacular piso de alquiler parcialmente amueblado en el barrio de Grac...,1.350 €,1350,92,4,Si,No,Eixample,Indefinido,No,2
859,id2505004332496,https://www.habitaclia.com/alquiler-atico-con_5_habitaciones_con_ascensor_aire_acondicionado_vista_paseo_de_sant_joan_116_dreta_de_l_eixample-barcelona-i2505004332496.htm?pag=6&f=&geo=d&coddists=200&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,2505-1,"Alquiler Ático en Passeig de sant joan 116. Ático con 5 habitaciones con ascensor, aire acondicionado, vista",Barcelona - Dreta de l´Eixample,"194m2 - 5 habitaciones - 2 baños - 18,04€/m2",*- Inmobiliaria Group Andreu presenta al mercado este fabuloso piso recién reformado con una superficie construida de 1...,3.500 €,3500,194,5,No,No,Eixample,Indefinido,No,2
860,id8166003792114,https://www.habitaclia.com/alquiler-piso-maravillaso_en_rambla_catalunya_dreta_de_l_eixample-barcelona-i8166003792114.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,8166-1,Alquiler Piso Rambla catalunya. Maravillaso piso en rambla catalunya,Barcelona - Dreta de l´Eixample,"195m2 - 3 habitaciones - 3 baños - 17,95€/m2","Bonito piso en Rambla Catalunya, con aproximadamente 190m2, se alquila sin muebles. Cuenta con gran salón comedor con b...",3.500 €,3500,195,3,No,No,Eixample,Indefinido,No,3
861,id11568004272494,https://www.habitaclia.com/alquiler-piso-vivienda_de_alto_standing_en_la_milla_de_oro_de_dreta_de_l_eixample-barcelona-i11568004272494.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,11568-1,Alquiler Piso Balmes 108. Vivienda de alto standing en la milla de oro de barcelona,Barcelona - Dreta de l´Eixample,"83m2 - 3 habitaciones - 2 baños - 30,12€/m2",Vivienda de alto standing recientemente reformada en la calle Balmes junto Rambla Cataluña y Paseo de Gracia. Gracia...,2.500 €,2500,83,3,Si,No,Eixample,Indefinido,No,2
862,id31390000000266,https://www.habitaclia.com/alquiler-apartamento-con_piscina_comunitaria_de_1_dormitorio_en_eixample_dreta_de_l_eixample-barcelona-i31390000000266.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Passeig de gràcia. Apartamento con piscina comunitaria de 1 dormitorio en eixample,Barcelona - Dreta de l´Eixample,"60m2 - 1 habitacion - 1 baño - 61,67€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Viva una vida de lujo en este apartamento de 60 met...,3.700 €,3700,60,1,Si,No,Eixample,Temporal,No,1
863,id38188000001229,https://www.habitaclia.com/alquiler-atico-con_reforma_de_diseno_terraza_privada_la_nova_esquerra_de_l_eixample-barcelona-i38188000001229.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,38188-1,Alquiler Ático Aragó. Ático con reforma de diseño | terraza privada,Barcelona - La Nova Esquerra de l´Eixample,"84m2 - 2 habitaciones - 2 baños - 23,21€/m2",Aragó - Rocafort - Entença. Ático reformado de 84m² y terraza privada de 10m². En la séptima planta exterior de...,1.950 €,1950,84,2,No,No,Eixample,Indefinido,No,2
864,id2899004459975,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_con_ascensor_parking_calefaccion_y_air_avenida_diagonal_331_dreta_de_l_eixample-barcelona-i2899004459975.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,2899-1,"Alquiler Piso en Avinguda diagonal 331. Piso con 2 habitaciones con ascensor, parking, calefacción y air",Barcelona - Dreta de l´Eixample,"73m2 - 2 habitaciones - 2 baños - 31,51€/m2",Apartamento nuevo a estrenar de 64 m2 útiles. Dispone de 2 dormitorios (doble en suite exterior con armarios empotrados...,2.300 €,2300,73,2,No,Si,Eixample,Indefinido,No,2
865,id39287000001036,https://www.habitaclia.com/alquiler-piso-sientete_en_casa_alli_donde_elijas_vivir_con_blueground_calle_de_la_diputacio_293_dreta_de_l_eixampl-barcelona-i39287000001036.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,39287-1,Alquiler Piso en Carrer de la diputació 293. Siéntete en casa allí donde elijas vivir con blueground.,Barcelona - Dreta de l´Eixample,"85m2 - 2 habitaciones - 2 baños - 34,12€/m2",Este apartamento completamente amueblado y listo para disfrutar está disponible desde frecemos precios p...,2.900 €,2900,85,2,Si,No,Eixample,Indefinido,No,2
866,id14453004331732,https://www.habitaclia.com/alquiler-piso-espectacular_propiedad_con_dos_piscinas_en_la_conocida_casa_bure_ausias_marc_30_dreta_de_l_eixample-barcelona-i14453004331732.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,14453-1,Alquiler Piso en Ausias marc 30. Espectacular propiedad con dos piscinas en la conocida casa buré,Barcelona - Dreta de l´Eixample,"130m2 - 2 habitaciones - 2 baños - 61,54€/m2","Impecable propiedad en la conocida Casa Burés, un edificio modernista de 1905 ubicado en Barcelona y diseñado por Franci...",8.000 €,8000,130,2,No,No,Eixample,Indefinido,No,2
867,id2277003487236,https://www.habitaclia.com/alquiler-piso-muy_luminoso_totalmente_amueblado_en_el_mismisimo_paseo_de_dreta_de_l_eixample-barcelona-i2277003487236.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,2277-2,"Alquiler Piso Paseo de gracia. Piso muy luminoso, totalmente amueblado en el mismísimo paseo de",Barcelona - Dreta de l´Eixample,"95m2 - 2 habitaciones - 2 baños - 23,05€/m2","Magnifico piso de 95m² amueblado en Paseo de Gracia, rodeado de servicios, comercios, restaurantes de moda y perfecta c...","2.190 €
ha bajado 100 €",2190,95,2,Si,No,Eixample,Indefinido,Si,2
868,id31390000000198,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_con_oficina_y_terraza_en_eixample_e_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000198.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer de la diputació. Apartamento de 2 dormitorios con oficina y terraza en eixample e,Barcelona - L´Antiga Esquerra de l´Eixample,"105m2 - 2 habitaciones - 2 baños - 30,95€/m2",*APARTAMENTO CON TERRAZA Y OFICINA* *COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular p...,3.250 €,3250,105,2,Si,No,Eixample,Temporal,No,2
869,id14453004331716,https://www.habitaclia.com/alquiler-piso-amplio_reformado_y_amueblado_en_paseo_de_gracia_dreta_de_l_eixample-barcelona-i14453004331716.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,14453-1,Alquiler Piso Paseo de gracia. Amplio piso reformado y amueblado en paseo de gracia,Barcelona - Dreta de l´Eixample,"226m2 - 4 habitaciones - 4 baños - 39,82€/m2","Withfor presenta en exclusiva esta imponente vivienda amueblada de diseño, equipada y lista para entrar a vivir. Cuenta...",9.000 €,9000,226,4,No,No,Eixample,Indefinido,No,4
870,id31390000000241,https://www.habitaclia.com/alquiler-apartamento-piso_de_3_dormitorios_con_balcon_en_eixample_esquerra_sant_antoni-barcelona-i31390000000241.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer de tamarit. Piso de 3 dormitorios con balcón en eixample esquerra,Barcelona - Sant Antoni,"107m2 - 3 habitaciones - 3 baños - 33,18€/m2","*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular piso en la calle Tamarit, con 3 dormit...",3.550 €,3550,107,3,Si,No,Eixample,Temporal,No,3
871,id8166003793290,https://www.habitaclia.com/alquiler-piso-modernista_a_estrenar_en_calle_girona_dreta_de_l_eixample-barcelona-i8166003793290.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,8166-1,Alquiler Piso Carrer girona. Piso modernista a estrenar en calle girona,Barcelona - Dreta de l´Eixample,"152m2 - 5 habitaciones - 3 baños - 26,32€/m2",Magnifco piso reformado con acabados de calidad. Se accede por un amplio recibidor que da paso a las zona dia y noche. S...,4.000 €,4000,152,5,No,No,Eixample,Indefinido,No,3
872,id31390000000268,https://www.habitaclia.com/alquiler-apartamento-de_3_dormitorios_con_terraza_en_eixample_esquerra_dreta_de_l_eixample-barcelona-i31390000000268.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 3 dormitorios con terraza en eixample esquerra,Barcelona - Dreta de l´Eixample,"146m2 - 3 habitaciones - 3 baños - 37,67€/m2",*APARTAMENTO CON TERRAZA Y ASCENSOR* *COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular...,5.500 €,5500,146,3,Si,No,Eixample,Temporal,No,3
873,id31390000000144,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_en_la_nova_esquerra_de_l_eixample_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000144.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer del consell de cent. Apartamento de 2 dormitorios en la nova esquerra de l' eixample,Barcelona - L´Antiga Esquerra de l´Eixample,"80m2 - 2 habitaciones - 1 baño - 35,00€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular piso en la calle Consell de Cent de 2...,2.800 €,2800,80,2,Si,No,Eixample,Temporal,No,1
874,id31390000000225,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_en_eixample_dreta_dreta_de_l_eixample-barcelona-i31390000000225.htm?pag=7&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Passeig de gràcia. Apartamento de 2 dormitorios en eixample dreta,Barcelona - Dreta de l´Eixample,"105m2 - 2 habitaciones - 1 baño - 30,48€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Holo combina materiales rústicos con acabados moder...,3.200 €,3200,105,2,Si,No,Eixample,Temporal,No,1
875,id31390000000261,https://www.habitaclia.com/alquiler-piso-apartamento_de_2_habitaciones_en_calle_diputacion_dreta_de_l_eixample-barcelona-i31390000000261.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Piso Carrer de la diputació. Apartamento de 2 habitaciones en calle diputación,Barcelona - Dreta de l´Eixample,"70m2 - 2 habitaciones - 1 baño - 52,86€/m2",*APARTAMENTO CON TERRAZA* *COMPLETAMENTE AMUEBLADO* *ALQUILER MENSUAL DE 1 A 11 MESES* Situado en el corazón del...,3.700 €,3700,70,2,Si,No,Eixample,Temporal,No,1
876,id39287000001026,https://www.habitaclia.com/alquiler-piso-sientete_en_casa_alli_donde_elijas_vivir_con_blueground_calle_d_enric_granados_97_l_antiga_esquerra-barcelona-i39287000001026.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,39287-1,Alquiler Piso en Carrer d'enric granados 97. Siéntete en casa allí donde elijas vivir con blueground.,Barcelona - L´Antiga Esquerra de l´Eixample,"96m2 - 2 habitaciones - 2 baños - 22,29€/m2",Este apartamento completamente amueblado y listo para disfrutar está disponible desde frecemos precios p...,2.140 €,2140,96,2,Si,No,Eixample,Indefinido,No,2
877,id10419004383996,https://www.habitaclia.com/alquiler-atico-amueblado_con_ascensor_y_aire_acondicionado_dreta_de_l_eixample-barcelona-i10419004383996.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,10419-1,Alquiler Ático Avinguda diagonal. Ático amueblado con ascensor y aire acondicionado,Barcelona - Dreta de l´Eixample,"60m2 - 1 habitacion - 1 baño - 35,83€/m2",IVOR HOME || Ref. 4181 PARA SINGLE o PAREJA Precioso ático amueblado de 60 m² distribuido en 1 habitación suite do...,2.150 €,2150,60,1,Si,No,Eixample,Indefinido,No,1
878,id31390000000252,https://www.habitaclia.com/alquiler-apartamento-de_2_habitaciones_con_terraza_y_oficina_en_eixample_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000252.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 2 habitaciones con terraza y oficina en eixample,Barcelona - L´Antiga Esquerra de l´Eixample,"84m2 - 2 habitaciones - 2 baños - 37,50€/m2",*APARTAMENTO CON TERRAZA Y OFICINA* *COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular p...,3.150 €,3150,84,2,Si,No,Eixample,Temporal,No,2
879,id31390000000196,https://www.habitaclia.com/alquiler-apartamento-de_2_habitaciones_y_oficina_en_eixample_esquerra_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000196.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 2 habitaciones y oficina en eixample esquerra,Barcelona - L´Antiga Esquerra de l´Eixample,"66m2 - 2 habitaciones - 2 baños - 49,24€/m2",*APARTAMENTO CON OFICINA* *COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES Espectacular piso en la c...,3.250 €,3250,66,2,Si,No,Eixample,Temporal,No,2
880,id38188000001234,https://www.habitaclia.com/alquiler-piso-reformado_finca_senorial_dreta_de_l_eixample-barcelona-i38188000001234.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,38188-1,Alquiler Piso Sant pere. Reformado | finca señorial,Barcelona - Dreta de l´Eixample,"132m2 - 3 habitaciones - 2 baños - 12,69€/m2",Ronda de Sant Pere - Bruc Piso reformado de 132m² en el centro de Barcelona. En la quinta planta exterior de finca...,1.675 €,1675,132,3,No,Si,Eixample,Indefinido,No,2
881,id31390000000202,https://www.habitaclia.com/alquiler-apartamento-2_habitaciones_en_eixample_dreta_dreta_de_l_eixample-barcelona-i31390000000202.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento 2 habitaciones en eixample dreta,Barcelona - Dreta de l´Eixample,"105m2 - 3 habitaciones - 2 baños - 35,24€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular apartamento en la calle Gran via de le...,3.700 €,3700,105,3,Si,No,Eixample,Temporal,No,2
882,id31390000000181,https://www.habitaclia.com/alquiler-apartamento-de_2_habitaciones_y_oficina_en_eixample_esquerra_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000181.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 2 habitaciones y oficina en eixample esquerra,Barcelona - L´Antiga Esquerra de l´Eixample,"67m2 - 2 habitaciones - 2 baños - 50,00€/m2",*APARTAMENTO CON OFICINA* *COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Inspirado en los diferen...,3.350 €,3350,67,2,Si,No,Eixample,Temporal,No,2
883,id31390000000163,https://www.habitaclia.com/alquiler-apartamento-piso_de_3_dormitorios_en_eixample_esquerra_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000163.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Piso de 3 dormitorios en eixample esquerra,Barcelona - L´Antiga Esquerra de l´Eixample,"69m2 - 3 habitaciones - 2 baños - 45,65€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular apartamento en Gran via de les corts c...,3.150 €,3150,69,3,Si,No,Eixample,Temporal,No,2
884,id31390000000178,https://www.habitaclia.com/alquiler-apartamento-de_3_habitaciones_en_eixample_esquerra_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000178.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 3 habitaciones en eixample esquerra,Barcelona - L´Antiga Esquerra de l´Eixample,"69m2 - 3 habitaciones - 2 baños - 42,03€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular piso en la calle Gran via de les corts...,2.900 €,2900,69,3,Si,No,Eixample,Temporal,No,2
885,id31390000000177,https://www.habitaclia.com/alquiler-apartamento-de_2_habitaciones_con_oficina_en_eixample_esquerra_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000177.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 2 habitaciones con oficina en eixample esquerra,Barcelona - L´Antiga Esquerra de l´Eixample,"58m2 - 2 habitaciones - 1 baño - 39,66€/m2",*APARTAMENTO CON OFICINA* *COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular apartamento...,2.300 €,2300,58,2,Si,No,Eixample,Temporal,No,1
886,id31390000000136,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_con_balcon_en_el_eixample_la_nova_esquerra_de_l_eixample-barcelona-i31390000000136.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer del comte borrell. Apartamento de 2 dormitorios con balcón en el eixample,Barcelona - La Nova Esquerra de l´Eixample,"76m2 - 2 habitaciones - 2 baños - 34,87€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILER MENSUAL DE 1 A 11 MESES*. Esta joya de dos dormitorios y dos baños está perfect...,2.650 €,2650,76,2,Si,No,Eixample,Temporal,No,2
887,id31390000000182,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_con_balcon_en_el_eixample_la_nova_esquerra_de_l_eixample-barcelona-i31390000000182.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer del comte borrell. Apartamento de 2 dormitorios con balcón en el eixample,Barcelona - La Nova Esquerra de l´Eixample,"87m2 - 2 habitaciones - 2 baños - 30,46€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILER MENSUAL DE 1 A 11 MESES*. Muari es un apartamento de 85 metros cuadrados compu...,2.650 €,2650,87,2,Si,No,Eixample,Temporal,No,2
